Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),,,Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
FACT,FERTILIZERS & CHEM,64610140358,115.3,15.41541542,-3.71607516,1354399,156162204.7,115.7979744,121.6733071,125.7373964,119.3516842,22423433000,Process Industries,4964543000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
GANESHHOUC,GANESH HOUSING CP,9233897958,202.8,14.31792559,-0.29498525,167157,33899439.6,196.6875791,199.7042549,200.4070037,162.6819163,1671532245,Consumer Durables,1073899000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
GAYAPROJ,GAYATRI PROJECTS,3725253754,22.7,14.07035176,-17.60435572,1775101,40294792.7,24.08305932,25.29003763,28.09466909,34.48443527,39005189000,Industrial Services,-499064000,5.38287,,25-Feb-22,,,,,,,,,,,,,,,,,,
MAANALU,MAAN ALUMINIUM LTD,1406882508,118.3,13.96917148,-1.16959064,147855,17491246.5,116.9770958,119.6507159,121.1317604,120.3845896,4028760569,Producer Manufacturing,301800000,6.65265,,25-Feb-22,,,,,,,,,,,,,,,,,,
RBA,RESTAURANT BRAND ASIA LTD,47425980263,109.45,13.71428571,-14.29130775,5513866,603492633.7,116.9482946,124.5625934,134.5922032,146.9063643,4944540000,Consumer Services,1046880000,279.859,,25-Feb-22,,,,,,,,,,,,,,,,,,
GOKUL,GOKUL REFOILS & SO,2930252119,33.6,13.70558376,-1.03092784,662011,22243569.6,33.46481169,35.1720907,36.59156064,31.88317919,24631204000,Process Industries,431448000,7.91184,,25-Feb-22,,,,,,,,,,,,,,,,,,
RESPONIND,RESPONSIVE INDUSTR,44387586105,188.95,13.68832732,-1.12506541,415863,78577313.85,188.362721,190.1224338,176.5511783,149.9431768,7557120000,Producer Manufacturing,1173594000,32.7274,,25-Feb-22,,,,,,,,,,,,,,,,,,
GRWRHITECH,GARWARE HI-TECH FILMS LIM,16539142690,810.25,13.33752972,17.41052021,158749,128626377.3,732.2547318,,,,9738989000,Process Industries,2347200000,7.38612,,25-Feb-22,,,,,,,,,,,,,,,,,,
PRIMESECU,PRIME SECURITIES,2648824796,97.05,13.17784257,-6.095791,150385,14594864.25,100.7113759,104.9022496,107.8398673,93.8031518,432100000,Finance,267500000,4.78585,,25-Feb-22,,,,,,,,,,,,,,,,,,
JMFINANCIL,JM FINANCIAL,58292132083,69.2,12.97959184,1.91458027,2092248,144783561.6,66.99141142,68.74103102,71.92089681,80.64090542,32017200000,Finance,17140400000,6.3921,,25-Feb-22,,,,,,,,,,,,,,,,,,
JSLHISAR,JINDAL STAINLESS (,71370244446,342.85,12.90959987,-7.25010145,434915,149110607.8,352.2319312,366.9865753,365.551471,297.3720009,93750700000,Non-Energy Minerals,19540100000,4.0074,,25-Feb-22,,,,,,,,,,,,,,,,,,
INTENTECH,INTENSE TECHNOLOGI,1469807259,73.8,12.5,-15.22113728,202854,14970625.2,79.65353216,83.94585911,84.39745301,73.12813371,720355000,Technology Services,274433000,2.75694,,25-Feb-22,,,,,,,,,,,,,,,,,,
TRITURBINE,TRIVENI TURBINE LTD,51906695954,180.6,12.45330012,-4.11468012,1004914,181487468.4,182.2309387,188.2856688,189.5005181,160.9181843,6955990000,Producer Manufacturing,1454400000,20.0223,,25-Feb-22,,,,,,,,,,,,,,,,,,
COMPINFO,COMPUAGE INFOCOM L,1806327390,31.2,12.43243243,-9.69609262,550051,17161591.2,32.62515954,34.55360614,34.85667175,29.09778554,37297867000,Technology Services,944504000,8.36734,,25-Feb-22,,,,,,,,,,,,,,,,,,
YAARI,YAARI DIGI INT SER LTD,4692153877,63.9,12.00701139,-13.88140162,643773,41137094.7,67.27757045,72.52350286,82.59789889,,1684600000,Distribution Services,-710100000,134.193,,25-Feb-22,,,,,,,,,,,,,,,,,,
HPAL,HP ADHESIVES LTD,6206138212,378.55,11.963916,1.77443205,599381,226895677.6,369.7715641,379.5117815,,,1181625000,Non-Energy Minerals,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASHOKA,ASHOKA BUILDCON LTD,22977193947,91.45,11.93390453,-5.77022154,1823424,166752124.8,91.64775799,93.78184558,96.69158852,98.27944845,49883161000,Industrial Services,16828476000,5.9186,,25-Feb-22,,,,,,,,,,,,,,,,,,
TIIL,TECHNOCRAFT INDUST,18785352898,857.7,11.75972376,-1.129683,31925,27382072.5,824.7823504,826.5297606,828.5764271,732.1036608,12945437000,Producer Manufacturing,3561576000,5.37637,,25-Feb-22,,,,,,,,,,,,,,,,,,
SUPRIYA,SUPRIYA LIFESCIENCE LTD,31066359146,431.65,11.73958064,4.88397522,1159936,500686374.4,417.3233538,434.2340514,,,,Health Technology,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
DYNPRO,DYNEMIC PRODUCTS L,5894758290,582.85,11.69988501,6.93514356,97594,56882662.9,550.9056503,557.7383893,575.998005,546.041244,2019349000,Process Industries,433514000,18.2926,,25-Feb-22,,,,,,,,,,,,,,,,,,
AYMSYNTEX,AYM SYNTEX LTD,5223500171,115.55,11.53474903,-3.90852391,103337,11940590.35,115.4345711,119.4263415,118.5468643,97.3847293,9474100000,Process Industries,1604000000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASIANENE,ASIAN ENERGY SERVICES LTD,4266241546,124.55,11.50402865,5.14985226,144533,18001585.15,122.9512789,130.2465084,138.0386738,,2274660000,Industrial Services,580469000,7.63681,,25-Feb-22,,,,,,,,,,,,,,,,,,
TRIL,TRANSFORM & RECTIF,4116115271,34.9,11.50159744,-8.99608866,585179,20422747.1,36.33004335,36.9648612,35.56624725,29.96581645,7389269000,Producer Manufacturing,773100000,6.7444,,25-Feb-22,,,,,,,,,,,,,,,,,,
PASUPTAC,PASUPATI ACRYLON LTD,2999329546,37.85,11.48748159,-7.57020757,348497,13190611.45,38.94207196,40.9924082,41.66877104,,5031461000,Process Industries,988200000,0.469226,,25-Feb-22,,,,,,,,,,,,,,,,,,
LODHA,MACROTECH DEVELOPERS LTD,5.06E+11,1174.8,11.45052652,-7.52518892,521680,612869664,1203.881575,1233.351384,1247.417689,1019.206389,54485747000,Finance,20618464000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ATULAUTO,ATUL AUTO LTD,3498843039,177.3,11.43934632,-2.76939951,96648,17135690.4,178.770709,185.3427548,194.2695131,200.8082148,2956300000,Consumer Durables,-211000000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
BODALCHEM,BODAL CHEMICALS,11231568450,102.3,11.4379085,-3.58152686,563634,57659758.2,103.5170804,107.1807538,111.1833347,109.295307,12219250000,Process Industries,2119570000,16.0036,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASTRAMICRO,ASTRA MICROWAVE PR,15369240834,197.2,11.41242938,-2.78530934,695758,137203477.6,198.066524,206.5917841,218.6501071,199.3188652,6409122000,Electronic Technology,1119387000,13.1973,,25-Feb-22,,,,,,,,,,,,,,,,,,
ORBTEXP,ORBIT EXPORTS LTD,2786226789,113.15,11.14931238,-7.40589198,229949,26018729.35,114.9402568,114.0489154,103.2254294,83.76348178,668267000,Process Industries,254309000,106.47,,25-Feb-22,,,,,,,,,,,,,,,,,,
SALASAR,SALASAR TECHNO ENG,6601220589,256.2,11.00519931,17.65786452,224911,57622198.2,240.3796841,237.285172,240.7779625,250.4986007,5955401000,Producer Manufacturing,721278000,11.7704,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASTEC,ASTEC LIFESCIENCES,26183176991,1480.65,10.91011236,-8.54257389,38238,56617094.7,1528.780311,1569.65704,1555.511865,1391.657624,5548721000,Process Industries,1268047000,19.0418,,25-Feb-22,,,,,,,,,,,,,,,,,,
TRIGYN,TRIGYN TECHNOLOGIE,3763556236,135.45,10.88825215,-8.13835198,394749,53468752.05,141.0678109,151.9893693,156.7201923,131.1600797,9854142000,Technology Services,775364000,0.062068,,25-Feb-22,,,,,,,,,,,,,,,,,,
KUANTUM,KUANTUM PAPERS LTD,5807395091,73.8,10.81081081,-5.26315789,141581,10448677.8,76.13049164,79.88382668,82.62604527,78.1756774,4038718000,Process Industries,1137832000,39.471,,25-Feb-22,,,,,,,,,,,,,,,,,,
PRAKASH,PRAKASH INDUSTRIES,9733098173,60.15,10.77348066,-5.27559055,1375781,82753227.15,60.91839011,61.08042911,60.75953937,64.16959108,32158600000,Non-Energy Minerals,3865600000,5.7635,,25-Feb-22,,,,,,,,,,,,,,,,,,
BOMDYEING,BOMBAY DYEING &MFG,18247357822,97.65,10.58890147,-11.02505695,5482969,535411922.9,103.380682,107.4807009,107.625178,97.07490854,11824700000,Process Industries,1272000000,131.926,,25-Feb-22,,,,,,,,,,,,,,,,,,
VETO,VETO SWITCHGEARS A,1552134361,89.2,10.46439628,-14.51844753,225799,20141270.8,96.46267713,101.6842613,106.5841977,109.6388218,1809899736,Producer Manufacturing,338307000,10.3677,,25-Feb-22,,,,,,,,,,,,,,,,,,
KITEX,KITEX GARMENTS LTD,13682375000,227.4,10.41514931,-4.7339757,738606,167959004.4,233.0520219,239.5596491,230.7272889,182.2528573,4348212000,Consumer Non-Durables,1338407000,5.58914,,25-Feb-22,,,,,,,,,,,,,,,,,,
HCC,HINDUSTAN CONSTRUC,21227785217,15.45,10.35714286,-10.69364162,13752124,212470315.8,16.13789301,16.31575188,15.66076877,12.59729589,82484200000,Industrial Services,9866600000,11.8247,,25-Feb-22,,,,,,,,,,,,,,,,,,
OMAXE,OMAXE LTD,15830042573,95.45,10.34682081,-7.77777778,1266408,120878643.6,96.21639024,95.77420179,90.15492775,83.17320293,4757000000,Finance,-492500000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
DBL,DILIP BUILDCON LTD,35288982893,264.45,10.2793995,-10.40149077,1097734,290295756.3,285.3071314,313.363355,376.6899694,476.9722085,96059198000,Industrial Services,11383035000,11.1145,,25-Feb-22,,,,,,,,,,,,,,,,,,
RAMCOSYS,RAMCO SYSTEMS,8486402380,304.4,10.22994749,-9.35080405,247180,75241592,325.1251966,352.5116677,392.0687212,449.3711037,6263060000,Technology Services,987374000,10.0253,15200200000,25-Feb-22,,,,,,,,,,,,,,,,,,
PURVA,PURAVANKARA LTD,24035120590,110.75,10.19900498,-8.54665566,272060,30130645,114.6066725,122.1905059,130.6215598,119.093046,9779600000,Finance,3245200000,14.3285,55611200000,25-Feb-22,,,,,,,,,,,,,,,,,,
JUBLINGREA,JUBILANT INGREVIA LTD,73500285469,508.7,10.16783974,-2.17307692,746591,379790841.7,510.8146481,532.0000254,560.8516988,567.9027906,6834450000,Process Industries,8065800000,9.36576,,25-Feb-22,,,,,,,,,,,,,,,,,,
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,26443207727,16.85,10.13071895,-6.1281337,2162074,36430946.9,17.30437728,17.98107509,18.83602484,22.91235624,31176553000,Finance,,,42863100000,25-Feb-22,,,,,,,,,,,,,,,,,,
KABRAEXTRU,KABRA EXTRUSIONTEC,12314295853,423,9.99869978,-8.05347245,100589,42549147,436.2408953,454.6865321,440.4099679,314.7358176,2751309000,Producer Manufacturing,520756000,13.0116,,25-Feb-22,,,,,,,,,,,,,,,,,,
EASEMYTRIP,EASY TRIP PLANNERS LTD,54376820820,549.3,9.99199039,-3.65693239,738479,405646514.7,554.5187236,563.2187261,560.0491391,466.9200192,1067100000,Consumer Services,1098840000,43.6742,,25-Feb-22,,,,,,,,,,,,,,,,,,
SAKUMA,SAKUMA EXPORTS LTD,2465219694,11.6,9.95260664,-4.52674897,913681,10598699.6,11.69923486,12.09747061,12.49799743,11.21337616,13284098000,Distribution Services,222753000,5.64965,,25-Feb-22,,,,,,,,,,,,,,,,,,
HBLPOWER,HBL POWER SYSTEMS,16271343559,64.35,9.90606319,-5.85223116,1573943,101283232.1,65.5721034,67.39612783,66.15603897,54.77721281,9120386000,Producer Manufacturing,1100322000,13.4987,,25-Feb-22,,,,,,,,,,,,,,,,,,
MTARTECH,MTAR TECHNOLOGIES LTD,51325454554,1834.8,9.80908492,-3.5052197,276052,506500209.6,1858.219115,1957.932227,2058.5779,1634.563314,2437700000,Electronic Technology,967790000,31.9406,,25-Feb-22,,,,,,,,,,,,,,,,,,
TWL,TITAGARH WAGONS,9195016470,84.6,9.79883193,-12.42236025,765292,64743703.2,91.20050291,96.96708712,99.78100055,87.79319458,15205111000,Producer Manufacturing,1385068000,15.0637,,25-Feb-22,,,,,,,,,,,,,,,,,,
KENNAMET,KENNAMETAL INDIA L,38827859941,1929,9.76130189,0.87329394,34949,67416621,1880.593008,1890.007194,1845.250159,1536.042718,8528000000,Producer Manufacturing,1634000000,19.126,39386000000,25-Feb-22,,,,,,,,,,,,,,,,,,
SANGHIIND,SANGHI INDUSTRIES,10491799809,45.75,9.71223022,-12.85714286,432216,19773882,49.30743146,52.42551922,56.22750772,57.36053686,9392300000,Non-Energy Minerals,2425180000,9.96724,,25-Feb-22,,,,,,,,,,,,,,,,,,
HEG,HEG LTD,40336165070,1145,9.69534394,-13.52290321,601836,689102220,1254.956301,1366.193545,1557.170173,1799.683255,12408147000,Electronic Technology,4066300000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
MAWANASUG,MAWANA SUGARS LTD,3780644893,105.8,9.69414204,-10.26293469,595653,63020087.4,103.7683548,99.3578152,91.69319016,78.25836588,14061140000,Consumer Non-Durables,927000000,9.25654,6244830000,25-Feb-22,,,,,,,,,,,,,,,,,,
VINATIORGA,VINATI ORGANICS,1.75E+11,1864.65,9.68852025,-1.02181644,133933,249738168.5,1843.005239,1886.313871,1936.328998,1855.13371,9429330000,Process Industries,3944176000,40.7022,,25-Feb-22,,,,,,,,,,,,,,,,,,
MASTEK,MASTEK,75625539440,2790.15,9.67786317,6.91663633,208314,581227307.1,2657.172268,2690.415984,2772.214077,2524.832524,17218600000,Technology Services,4513500000,7.27615,,25-Feb-22,,,,,,,,,,,,,,,,,,
MONARCH,MONARCH NETWORTH CAP LTD,4857696789,172.1,9.65275565,-4.62732059,128708,22150646.8,166.6771731,164.4039116,,,1024290855,Finance,744743000,-2.74404,,25-Feb-22,,,,,,,,,,,,,,,,,,
IFCI,IFCI LTD,22257565041,11.95,9.63302752,-12.13235294,6582859,78665165.05,12.75953147,13.59195358,14.43048559,13.4056107,17620000000,Finance,-6152400000,8.60483,,25-Feb-22,,,,,,,,,,,,,,,,,,
ANANTRAJ,ANANT RAJ LTD,18945182425,71.15,9.63020031,-2.66757866,2108018,149985480.7,71.05924695,73.04361692,74.20773007,66.74085459,2496634000,Industrial Services,713800000,91.6928,,25-Feb-22,,,,,,,,,,,,,,,,,,
UNIDT,UNITED DRILLING TOOLS LTD,8367933788,451.65,9.61048416,-2.9648727,69519,31398256.35,459.8384245,480.9294301,483.3215284,409.1521893,1428536000,Industrial Services,677783000,13.3842,,25-Feb-22,,,,,,,,,,,,,,,,,,
DSSL,DYNACONS SYS SOLUT,2028926521,197.45,9.60310852,0.63710499,129201,25510737.45,195.9759577,199.608406,190.4503267,150.3923054,4359368000,Technology Services,246417000,5.75719,,25-Feb-22,,,,,,,,,,,,,,,,,,
MBAPL,MADHYA BHARAT AGRO P. LTD,5293762711,264.8,9.57997103,5.92,41919,11100151.2,249.7164319,238.0412748,213.6954619,168.0581791,1311025000,Process Industries,795013000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
EXCELINDUS,EXCEL INDUSTRIES,14146428005,1233.55,9.57583833,2.0685946,64948,80116605.4,1174.075971,1111.092103,1022.216809,986.5101095,7465678000,Process Industries,2023006000,8.03819,,25-Feb-22,,,,,,,,,,,,,,,,,,
SALONA,SALONA COTSPIN,1131222501,232.3,9.54963452,-4.73651835,80187,18627440.1,243.1553182,260.7650124,261.538135,207.1680792,2249062953,Process Industries,351380000,11.9892,,25-Feb-22,,,,,,,,,,,,,,,,,,
TV18BRDCST,TV18 BROADCAST LTD,93175469222,59.45,9.48434622,-9.92424242,11640530,692029508.5,61.41056175,61.22633063,56.26593962,45.52150395,44976200000,Consumer Services,10631000000,8.26236,,25-Feb-22,,,,,,,,,,,,,,,,,,
INOXWIND,INOX WIND LTD,22458122467,111.45,9.42562592,-6.93110647,646719,72076832.55,115.7275107,119.6538506,122.1764842,109.8917487,7107264000,Producer Manufacturing,-1225900000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
HLEGLAS,HLE GLASCOAT LTD,67441510595,5405.45,9.38884954,-1.9090307,13966,75492514.7,5461.197103,5716.313002,5935.232648,4887.875777,4844893000,Producer Manufacturing,984866000,31.6989,,25-Feb-22,,,,,,,,,,,,,,,,,,
KOPRAN,KOPRAN LTD,12146661939,275.05,9.32034976,-3.23658751,315106,86669905.3,276.9204724,284.5674463,287.2070617,239.7685509,4822561000,Health Technology,797759000,6.91197,,25-Feb-22,,,,,,,,,,,,,,,,,,
RELIGARE,RELIGARE ENTERPRIS,36543921740,125.25,9.29319372,1.29397493,695200,87073800,123.7838885,126.1881223,132.5856205,133.5719258,25081603000,Finance,-6120459000,10.4436,,25-Feb-22,,,,,,,,,,,,,,,,,,
SRHHYPOLTD,SREE RAYALASEEMA H,6061755978,386.85,9.26422822,-11.05874238,188789,73033024.65,382.7876927,370.8032719,353.8012032,323.0166627,9101500000,Process Industries,1362799000,2.59167,,25-Feb-22,,,,,,,,,,,,,,,,,,
SUTLEJTEX,SUTLEJ TEXTILES,10525989384,70.9,9.2449923,-13.1127451,163165,11568398.5,75.66487593,80.05650878,82.58041157,70.83368951,18662400000,Process Industries,3275800000,17.2388,,25-Feb-22,,,,,,,,,,,,,,,,,,
CARTRADE,CARTRADE TECH LTD,22264569946,521.95,9.2288375,-11.2329932,742912,387762918.4,570.6226641,625.9661211,745.9084808,,2496832000,Retail Trade,-906765000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
UJJIVAN,UJJIVAN FIN SERV,12076550726,108.35,9.22379032,-4.2844523,1210689,131178153.2,111.4885768,118.5257321,129.3555773,164.2000914,31837581000,Finance,7086788000,6.00122,,25-Feb-22,,,,,,,,,,,,,,,,,,
SPAL,S.P.APPARELS LTD,9372660258,399.55,9.21142545,-4.31086097,60341,24109246.55,409.5560823,428.6606106,432.5033482,349.7544214,6316950000,Consumer Non-Durables,1318180000,6.38641,,25-Feb-22,,,,,,,,,,,,,,,,,,
APCOTEXIND,APCOTEX INDUSTRIES,16427075658,344.55,9.20760697,-2.7656272,54653,18830691.15,344.8077488,355.1505537,366.1553083,341.5541842,5392628000,Process Industries,1246612000,13.0672,,25-Feb-22,,,,,,,,,,,,,,,,,,
KOLTEPATIL,KOLTE-PATIL DEVELO,18997301995,273.25,9.14719393,0.12825211,557640,152375130,275.4855725,285.6499005,297.7131499,282.9869637,6917400000,Finance,1846500000,33.9025,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASHAPURMIN,ASHAPURA MINE CHEM,8320660447,99.55,9.03614458,-7.61020882,120798,12025440.9,102.0122845,104.9742525,106.9806115,113.3929219,11481124000,Non-Energy Minerals,1187399000,9.15742,,25-Feb-22,,,,,,,,,,,,,,,,,,
DEEPINDS,DEEP INDUSTRIES LTD,5424000000,184.15,9.02901125,-5.7815298,198874,36622647.1,186.5386061,187.8064912,179.0568884,132.4236435,1937055000,Industrial Services,1118062000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
PIONEEREMB,PIONEER EMBROID LTD,1299893640,53.4,8.97959184,0.84985836,213858,11420017.2,52.94565707,54.99290784,58.04302431,56.56141772,2255854000,Consumer Non-Durables,295846000,4.7845,,25-Feb-22,,,,,,,,,,,,,,,,,,
PENIND,PENNAR INDUSTRIES,4506542845,34.7,8.94819466,-10.33591731,885192,30716162.4,36.75119558,38.28199435,37.47277686,31.71394369,15253500000,Non-Energy Minerals,1661500000,7.86177,,25-Feb-22,,,,,,,,,,,,,,,,,,
BALAJITELE,BALAJI TELEFILMS,7124639172,76.85,8.929837,-5.82107843,682057,52416080.45,76.0514019,74.1113374,69.46831033,65.32193597,2937044000,Consumer Services,-1315762000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
VASCONEQ,VASCON ENGINEERS L,4878769244,24.4,8.92857143,-7.9245283,603014,14713541.6,25.89806029,27.29772147,27.79515391,24.5266027,5057716000,Industrial Services,75600000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ALOKINDS,ALOK INDUSTRIES LTD,1.09E+11,23.85,8.90410959,-11.50278293,26129889,623197852.7,25.49294173,26.77563422,27.01935935,24.91979683,37915600000,Process Industries,6568400000,134.289,,25-Feb-22,,,,,,,,,,,,,,,,,,
GTL,GTL LTD,2304397817,15.9,8.90410959,-6.47058824,1024366,16287419.4,16.19298149,17.00531156,17.84441749,15.722854,2209600000,Technology Services,414517000,36.3668,,25-Feb-22,,,,,,,,,,,,,,,,,,
LXCHEM,LAXMI ORGANIC INDUS LTD,98056186556,404.9,8.90263583,-4.8637218,947752,383744784.8,414.6685628,426.9597921,434.8038785,372.7021531,17609310000,Process Industries,3584790000,16.3419,,25-Feb-22,,,,,,,,,,,,,,,,,,
SIYSIL,SIYARAM SILK,19664341089,456.75,8.86664283,-1.46693992,154078,70375126.5,452.2143782,458.6856964,455.5674605,394.4025084,10892457000,Process Industries,2955600000,16.5742,,25-Feb-22,,,,,,,,,,,,,,,,,,
HIL,HIL LTD,28889829392,4175.15,8.79869707,4.05228595,20852,87060227.8,4016.384894,4094.046625,4257.827116,4287.597409,30432944000,Producer Manufacturing,4098800000,6.01598,,25-Feb-22,,,,,,,,,,,,,,,,,,
DCAL,DISHMAN CARBOGEN,24113240691,166.7,8.77650897,-8.07830163,390380,65076346,174.322422,183.0829931,196.121102,197.1720696,19221600000,Health Technology,3952300000,10.1098,,25-Feb-22,,,,,,,,,,,,,,,,,,
MANORG,MANGALAM ORGANICS LTD,6881956242,870.95,8.75319973,-0.60485021,14064,12249040.8,883.187337,939.7359505,1000.992968,,3382366811,Process Industries,1307071000,3.35178,,25-Feb-22,,,,,,,,,,,,,,,,,,
HSIL,HSIL LTD,16808378551,284.25,8.7413925,-6.06411104,144700,41130975,291.5539649,295.9090437,279.3714235,233.7661618,18312240000,Consumer Durables,3180900000,7.05902,,25-Feb-22,,,,,,,,,,,,,,,,,,
KHAICHEM,KHAITAN CHEM & FERT LTD,8826017601,98.9,8.62163646,-6.91764706,204621,20237016.9,100.7923331,101.2688924,92.42112126,66.34415507,4871528000,Process Industries,914657000,4.69992,6838390000,25-Feb-22,,,,,,,,,,,,,,,,,,
SHALBY,SHALBY LTD,12232105957,123.05,8.50970018,-9.25516224,110037,13540052.85,128.8716763,133.4951241,138.9762278,147.135301,4308960000,Health Services,924799000,10.9383,,25-Feb-22,,,,,,,,,,,,,,,,,,
FILATEX,FILATEX INDIA,23968222255,116.05,8.5086489,-2.96822742,1210782,140511251.1,116.8422399,118.6379575,115.5482316,100.2618781,22266734000,Process Industries,5741900000,5.86086,,25-Feb-22,,,,,,,,,,,,,,,,,,
SASTASUNDR,SASTASUNDAR VENTUR,11356348211,386.6,8.48884524,-5.11719229,33313,12878805.8,401.0394238,422.1909811,443.6737334,367.080194,5457715000,Retail Trade,-383924000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ZUARI,ZUARI AGRO CHEMICA,4689467701,120.85,8.48294434,-10.64695009,143771,17374725.35,126.9221365,128.460879,125.1043088,117.998527,24037450000,Process Industries,,9.79318,,25-Feb-22,,,,,,,,,,,,,,,,,,
VINYLINDIA,VINYL CHEMICALS(IN,4063503803,240.5,8.47992783,-7.97780754,90451,21753465.5,247.4415548,256.3847812,258.890193,223.3758188,4041522865,Process Industries,,8.15025,,25-Feb-22,,,,,,,,,,,,,,,,,,
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,38481940274,411.25,8.46630621,-5.51407237,499162,205280372.5,425.6244378,452.9277181,497.7679298,,3767460000,Health Services,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
GENUSPOWER,GENUS POWER INFRA,15231879931,64.1,8.46023689,-10.22408964,661212,42383689.2,67.9250193,70.49589971,71.15584823,64.64690209,5910005000,Utilities,799395000,11.3065,,25-Feb-22,,,,,,,,,,,,,,,,,,
EXXARO,EXXARO TILES LTD,4964021557,120.65,8.4494382,-6.25485625,128759,15534773.35,121.2067511,125.0726146,132.3340066,,2542370000,Producer Manufacturing,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
EMAMIPAP,EMAMI PAPER MILLS LTD,7202411650,129.25,8.43120805,-10.6772633,141319,18265480.75,137.0055908,143.5320072,148.0759188,146.0149196,11845500000,Process Industries,2852600000,12.8064,,25-Feb-22,,,,,,,,,,,,,,,,,,
GOLDIAM,GOLDIAM INTERNATL,15203048818,756.55,8.41931786,-7.95108894,94390,71410754.5,791.2975404,832.9416336,866.971973,749.9115745,4060028000,Consumer Durables,1234661000,6.56004,,25-Feb-22,,,,,,,,,,,,,,,,,,
HIMATSEIDE,HIMATSINGKA SEIDE,14995024751,164.2,8.41862001,-11.86258722,535879,87991331.8,175.6202274,191.5434026,213.0970952,215.4030807,21583695000,Process Industries,5575200000,18.6783,,25-Feb-22,,,,,,,,,,,,,,,,,,
LEMONTREE,LEMON TREE HOTELS,36205663825,49.65,8.40611354,-2.35988201,4479911,222427581.2,49.54505833,49.59720922,49.19869269,45.95369971,2517204000,Consumer Services,1255984000,89.3908,59471700000,25-Feb-22,,,,,,,,,,,,,,,,,,
STLTECH,STERLITE TECHNOLOGIES LTD,67997527954,185.15,8.40163934,-5.87188612,691212,127977901.8,191.6322416,202.5698626,228.610591,248.2769327,48009600000,Technology Services,7005100000,13.0705,,25-Feb-22,,,,,,,,,,,,,,,,,,
UNICHEMLAB,UNICHEM LABS,16770648592,258.8,8.39790576,3.68589744,106929,27673225.2,252.7135773,256.017441,257.8226687,267.1933689,12048666000,Health Technology,295059000,30.5946,,25-Feb-22,,,,,,,,,,,,,,,,,,
PRECAM,PRECISION CAMSHAF,12001458791,136.75,8.35974643,-5.49412578,276797,37851989.75,142.3282597,150.2449308,150.7425976,114.6689687,7004730000,Producer Manufacturing,981903000,5.41544,,25-Feb-22,,,,,,,,,,,,,,,,,,
ANDHRSUGAR,ANDHRA SUGARS,17111342373,136.2,8.31013917,-5.93922652,450892,61411490.4,139.0277665,143.2075396,141.0124129,119.3320554,15059320000,Process Industries,2291229000,3.8279,,25-Feb-22,,,,,,,,,,,,,,,,,,
